rank,hand,category,description
6241,AKJ95,HC,Ace-High
6242,AKJ94,HC,Ace-High
6243,AKJ93,HC,Ace-High
6244,AKJ92,HC,Ace-High
6245,AKJ87,HC,Ace-High
6246,AKJ86,HC,Ace-High
6247,AKJ85,HC,Ace-High
6248,AKJ84,HC,Ace-High
6249,AKJ83,HC,Ace-High
6250,AKJ82,HC,Ace-High
6251,AKJ76,HC,Ace-High
6252,AKJ75,HC,Ace-High
6253,AKJ74,HC,Ace-High
6254,AKJ73,HC,Ace-High
6255,AKJ72,HC,Ace-High
6256,AKJ65,HC,Ace-High
6257,AKJ64,HC,Ace-High
6258,AKJ63,HC,Ace-High
6259,AKJ62,HC,Ace-High
6260,AKJ54,HC,Ace-High
6261,AKJ53,HC,Ace-High
6262,AKJ52,HC,Ace-High
6263,AKJ43,HC,Ace-High
6264,AKJ42,HC,Ace-High
6265,AKJ32,HC,Ace-High
6266,AKT98,HC,Ace-High
6267,AKT97,HC,Ace-High
6268,AKT96,HC,Ace-High
6269,AKT95,HC,Ace-High
6270,AKT94,HC,Ace-High
6271,AKT93,HC,Ace-High
6272,AKT92,HC,Ace-High
6273,AKT87,HC,Ace-High
6274,AKT86,HC,Ace-High
6275,AKT85,HC,Ace-High
6276,AKT84,HC,Ace-High
6277,AKT83,HC,Ace-High
6278,AKT82,HC,Ace-High
6279,AKT76,HC,Ace-High
6280,AKT75,HC,Ace-High
6281,AKT74,HC,Ace-High
6282,AKT73,HC,Ace-High
6283,AKT72,HC,Ace-High
6284,AKT65,HC,Ace-High
6285,AKT64,HC,Ace-High
6286,AKT63,HC,Ace-High
6287,AKT62,HC,Ace-High
6288,AKT54,HC,Ace-High
6289,AKT53,HC,Ace-High
6290,AKT52,HC,Ace-High
6291,AKT43,HC,Ace-High
6292,AKT42,HC,Ace-High
6293,AKT32,HC,Ace-High
6294,AK987,HC,Ace-High
6295,AK986,HC,Ace-High
6296,AK985,HC,Ace-High
6297,AK984,HC,Ace-High
6298,AK983,HC,Ace-High
6299,AK982,HC,Ace-High
6300,AK976,HC,Ace-High
6301,AK975,HC,Ace-High
6302,AK974,HC,Ace-High
6303,AK973,HC,Ace-High
6304,AK972,HC,Ace-High
6305,AK965,HC,Ace-High
6306,AK964,HC,Ace-High
6307,AK963,HC,Ace-High
6308,AK962,HC,Ace-High
6309,AK954,HC,Ace-High
6310,AK953,HC,Ace-High
6311,AK952,HC,Ace-High
6312,AK943,HC,Ace-High
6313,AK942,HC,Ace-High
6314,AK932,HC,Ace-High
6315,AK876,HC,Ace-High
6316,AK875,HC,Ace-High
6317,AK874,HC,Ace-High
6318,AK873,HC,Ace-High
6319,AK872,HC,Ace-High
6320,AK865,HC,Ace-High
6321,AK864,HC,Ace-High
6322,AK863,HC,Ace-High
6323,AK862,HC,Ace-High
6324,AK854,HC,Ace-High
6325,AK853,HC,Ace-High
6326,AK852,HC,Ace-High
6327,AK843,HC,Ace-High
6328,AK842,HC,Ace-High
6329,AK832,HC,Ace-High
6330,AK765,HC,Ace-High
6331,AK764,HC,Ace-High
6332,AK763,HC,Ace-High
6333,AK762,HC,Ace-High
6334,AK754,HC,Ace-High
6335,AK753,HC,Ace-High
6336,AK752,HC,Ace-High
6337,AK743,HC,Ace-High
6338,AK742,HC,Ace-High
6339,AK732,HC,Ace-High
6340,AK654,HC,Ace-High
6341,AK653,HC,Ace-High
6342,AK652,HC,Ace-High
6343,AK643,HC,Ace-High
6344,AK642,HC,Ace-High
6345,AK632,HC,Ace-High
6346,AK543,HC,Ace-High
6347,AK542,HC,Ace-High
6348,AK532,HC,Ace-High
6349,AK432,HC,Ace-High
6350,AQJT9,HC,Ace-High
6351,AQJT8,HC,Ace-High
6352,AQJT7,HC,Ace-High
6353,AQJT6,HC,Ace-High
6354,AQJT5,HC,Ace-High
6355,AQJT4,HC,Ace-High
6356,AQJT3,HC,Ace-High
6357,AQJT2,HC,Ace-High
6358,AQJ98,HC,Ace-High
6359,AQJ97,HC,Ace-High
6360,AQJ96,HC,Ace-High
6361,AQJ95,HC,Ace-High
6362,AQJ94,HC,Ace-High
6363,AQJ93,HC,Ace-High
6364,AQJ92,HC,Ace-High
6365,AQJ87,HC,Ace-High
6366,AQJ86,HC,Ace-High
6367,AQJ85,HC,Ace-High
6368,AQJ84,HC,Ace-High
6369,AQJ83,HC,Ace-High
6370,AQJ82,HC,Ace-High
6371,AQJ76,HC,Ace-High
6372,AQJ75,HC,Ace-High
6373,AQJ74,HC,Ace-High
6374,AQJ73,HC,Ace-High
6375,AQJ72,HC,Ace-High
6376,AQJ65,HC,Ace-High
6377,AQJ64,HC,Ace-High
6378,AQJ63,HC,Ace-High
6379,AQJ62,HC,Ace-High
6380,AQJ54,HC,Ace-High
6381,AQJ53,HC,Ace-High
6382,AQJ52,HC,Ace-High
6383,AQJ43,HC,Ace-High
6384,AQJ42,HC,Ace-High
6385,AQJ32,HC,Ace-High
6386,AQT98,HC,Ace-High
6387,AQT97,HC,Ace-High
6388,AQT96,HC,Ace-High
6389,AQT95,HC,Ace-High
6390,AQT94,HC,Ace-High
6391,AQT93,HC,Ace-High
6392,AQT92,HC,Ace-High
6393,AQT87,HC,Ace-High
6394,AQT86,HC,Ace-High
6395,AQT85,HC,Ace-High
6396,AQT84,HC,Ace-High
6397,AQT83,HC,Ace-High
6398,AQT82,HC,Ace-High
6399,AQT76,HC,Ace-High
6400,AQT75,HC,Ace-High
6401,AQT74,HC,Ace-High
6402,AQT73,HC,Ace-High
6403,AQT72,HC,Ace-High
6404,AQT65,HC,Ace-High
6405,AQT64,HC,Ace-High
6406,AQT63,HC,Ace-High
6407,AQT62,HC,Ace-High
6408,AQT54,HC,Ace-High
6409,AQT53,HC,Ace-High
6410,AQT52,HC,Ace-High
6411,AQT43,HC,Ace-High
6412,AQT42,HC,Ace-High
6413,AQT32,HC,Ace-High
6414,AQ987,HC,Ace-High
6415,AQ986,HC,Ace-High
6416,AQ985,HC,Ace-High
6417,AQ984,HC,Ace-High
6418,AQ983,HC,Ace-High
6419,AQ982,HC,Ace-High
6420,AQ976,HC,Ace-High
6421,AQ975,HC,Ace-High
6422,AQ974,HC,Ace-High
6423,AQ973,HC,Ace-High
6424,AQ972,HC,Ace-High
6425,AQ965,HC,Ace-High
6426,AQ964,HC,Ace-High
6427,AQ963,HC,Ace-High
6428,AQ962,HC,Ace-High
6429,AQ954,HC,Ace-High
6430,AQ953,HC,Ace-High
6431,AQ952,HC,Ace-High
6432,AQ943,HC,Ace-High
6433,AQ942,HC,Ace-High
6434,AQ932,HC,Ace-High
6435,AQ876,HC,Ace-High
6436,AQ875,HC,Ace-High
6437,AQ874,HC,Ace-High
6438,AQ873,HC,Ace-High
6439,AQ872,HC,Ace-High
6440,AQ865,HC,Ace-High
6441,AQ864,HC,Ace-High
6442,AQ863,HC,Ace-High
6443,AQ862,HC,Ace-High
6444,AQ854,HC,Ace-High
6445,AQ853,HC,Ace-High
6446,AQ852,HC,Ace-High
6447,AQ843,HC,Ace-High
6448,AQ842,HC,Ace-High
6449,AQ832,HC,Ace-High
6450,AQ765,HC,Ace-High
6451,AQ764,HC,Ace-High
6452,AQ763,HC,Ace-High
6453,AQ762,HC,Ace-High
6454,AQ754,HC,Ace-High
6455,AQ753,HC,Ace-High
6456,AQ752,HC,Ace-High
6457,AQ743,HC,Ace-High
6458,AQ742,HC,Ace-High
6459,AQ732,HC,Ace-High
6460,AQ654,HC,Ace-High
6461,AQ653,HC,Ace-High
6462,AQ652,HC,Ace-High
6463,AQ643,HC,Ace-High
6464,AQ642,HC,Ace-High
6465,AQ632,HC,Ace-High
6466,AQ543,HC,Ace-High
6467,AQ542,HC,Ace-High
6468,AQ532,HC,Ace-High
6469,AQ432,HC,Ace-High
6470,AJT98,HC,Ace-High
6471,AJT97,HC,Ace-High
6472,AJT96,HC,Ace-High
6473,AJT95,HC,Ace-High
6474,AJT94,HC,Ace-High
6475,AJT93,HC,Ace-High
6476,AJT92,HC,Ace-High
6477,AJT87,HC,Ace-High
6478,AJT86,HC,Ace-High
6479,AJT85,HC,Ace-High
6480,AJT84,HC,Ace-High
6481,AJT83,HC,Ace-High
6482,AJT82,HC,Ace-High
6483,AJT76,HC,Ace-High
6484,AJT75,HC,Ace-High
6485,AJT74,HC,Ace-High
6486,AJT73,HC,Ace-High
6487,AJT72,HC,Ace-High
6488,AJT65,HC,Ace-High
6489,AJT64,HC,Ace-High
6490,AJT63,HC,Ace-High
6491,AJT62,HC,Ace-High
6492,AJT54,HC,Ace-High
6493,AJT53,HC,Ace-High
6494,AJT52,HC,Ace-High
6495,AJT43,HC,Ace-High
6496,AJT42,HC,Ace-High
6497,AJT32,HC,Ace-High
6498,AJ987,HC,Ace-High
6499,AJ986,HC,Ace-High
6500,AJ985,HC,Ace-High
6501,AJ984,HC,Ace-High
6502,AJ983,HC,Ace-High
6503,AJ982,HC,Ace-High
6504,AJ976,HC,Ace-High
6505,AJ975,HC,Ace-High
6506,AJ974,HC,Ace-High
6507,AJ973,HC,Ace-High
6508,AJ972,HC,Ace-High
6509,AJ965,HC,Ace-High
6510,AJ964,HC,Ace-High
6511,AJ963,HC,Ace-High
6512,AJ962,HC,Ace-High
6513,AJ954,HC,Ace-High
6514,AJ953,HC,Ace-High
6515,AJ952,HC,Ace-High
6516,AJ943,HC,Ace-High
6517,AJ942,HC,Ace-High
6518,AJ932,HC,Ace-High
6519,AJ876,HC,Ace-High
6520,AJ875,HC,Ace-High
6521,AJ874,HC,Ace-High
6522,AJ873,HC,Ace-High
6523,AJ872,HC,Ace-High
6524,AJ865,HC,Ace-High
6525,AJ864,HC,Ace-High
6526,AJ863,HC,Ace-High
6527,AJ862,HC,Ace-High
6528,AJ854,HC,Ace-High
6529,AJ853,HC,Ace-High
6530,AJ852,HC,Ace-High
6531,AJ843,HC,Ace-High
6532,AJ842,HC,Ace-High
6533,AJ832,HC,Ace-High
6534,AJ765,HC,Ace-High
6535,AJ764,HC,Ace-High
6536,AJ763,HC,Ace-High
6537,AJ762,HC,Ace-High
6538,AJ754,HC,Ace-High
6539,AJ753,HC,Ace-High
6540,AJ752,HC,Ace-High
6541,AJ743,HC,Ace-High
6542,AJ742,HC,Ace-High
6543,AJ732,HC,Ace-High
6544,AJ654,HC,Ace-High
6545,AJ653,HC,Ace-High
6546,AJ652,HC,Ace-High
6547,AJ643,HC,Ace-High
6548,AJ642,HC,Ace-High
6549,AJ632,HC,Ace-High
6550,AJ543,HC,Ace-High
6551,AJ542,HC,Ace-High
6552,AJ532,HC,Ace-High
6553,AJ432,HC,Ace-High
6554,AT987,HC,Ace-High
6555,AT986,HC,Ace-High
6556,AT985,HC,Ace-High
6557,AT984,HC,Ace-High
6558,AT983,HC,Ace-High
6559,AT982,HC,Ace-High
6560,AT976,HC,Ace-High
6561,AT975,HC,Ace-High
6562,AT974,HC,Ace-High
6563,AT973,HC,Ace-High
6564,AT972,HC,Ace-High
6565,AT965,HC,Ace-High
6566,AT964,HC,Ace-High
6567,AT963,HC,Ace-High
6568,AT962,HC,Ace-High
6569,AT954,HC,Ace-High
6570,AT953,HC,Ace-High
6571,AT952,HC,Ace-High
6572,AT943,HC,Ace-High
6573,AT942,HC,Ace-High
6574,AT932,HC,Ace-High
6575,AT876,HC,Ace-High
6576,AT875,HC,Ace-High
6577,AT874,HC,Ace-High
6578,AT873,HC,Ace-High
6579,AT872,HC,Ace-High
6580,AT865,HC,Ace-High
6581,AT864,HC,Ace-High
6582,AT863,HC,Ace-High
6583,AT862,HC,Ace-High
6584,AT854,HC,Ace-High
6585,AT853,HC,Ace-High
6586,AT852,HC,Ace-High
6587,AT843,HC,Ace-High
6588,AT842,HC,Ace-High
6589,AT832,HC,Ace-High
6590,AT765,HC,Ace-High
6591,AT764,HC,Ace-High
6592,AT763,HC,Ace-High
6593,AT762,HC,Ace-High
6594,AT754,HC,Ace-High
6595,AT753,HC,Ace-High
6596,AT752,HC,Ace-High
6597,AT743,HC,Ace-High
6598,AT742,HC,Ace-High
6599,AT732,HC,Ace-High
6600,AT654,HC,Ace-High
6601,AT653,HC,Ace-High
6602,AT652,HC,Ace-High
6603,AT643,HC,Ace-High
6604,AT642,HC,Ace-High
6605,AT632,HC,Ace-High
6606,AT543,HC,Ace-High
6607,AT542,HC,Ace-High
6608,AT532,HC,Ace-High
6609,AT432,HC,Ace-High
6610,A9876,HC,Ace-High
6611,A9875,HC,Ace-High
6612,A9874,HC,Ace-High
6613,A9873,HC,Ace-High
6614,A9872,HC,Ace-High
6615,A9865,HC,Ace-High
6616,A9864,HC,Ace-High
6617,A9863,HC,Ace-High
6618,A9862,HC,Ace-High
6619,A9854,HC,Ace-High
6620,A9853,HC,Ace-High
6621,A9852,HC,Ace-High
6622,A9843,HC,Ace-High
6623,A9842,HC,Ace-High
6624,A9832,HC,Ace-High
6625,A9765,HC,Ace-High
6626,A9764,HC,Ace-High
6627,A9763,HC,Ace-High
6628,A9762,HC,Ace-High
6629,A9754,HC,Ace-High
6630,A9753,HC,Ace-High
6631,A9752,HC,Ace-High
6632,A9743,HC,Ace-High
6633,A9742,HC,Ace-High
6634,A9732,HC,Ace-High
6635,A9654,HC,Ace-High
6636,A9653,HC,Ace-High
6637,A9652,HC,Ace-High
6638,A9643,HC,Ace-High
6639,A9642,HC,Ace-High
6640,A9632,HC,Ace-High
6641,A9543,HC,Ace-High
6642,A9542,HC,Ace-High
6643,A9532,HC,Ace-High
6644,A9432,HC,Ace-High
6645,A8765,HC,Ace-High
6646,A8764,HC,Ace-High
6647,A8763,HC,Ace-High
6648,A8762,HC,Ace-High
6649,A8754,HC,Ace-High
6650,A8753,HC,Ace-High
6651,A8752,HC,Ace-High
6652,A8743,HC,Ace-High
6653,A8742,HC,Ace-High
6654,A8732,HC,Ace-High
6655,A8654,HC,Ace-High
6656,A8653,HC,Ace-High
6657,A8652,HC,Ace-High
6658,A8643,HC,Ace-High
6659,A8642,HC,Ace-High
6660,A8632,HC,Ace-High
6661,A8543,HC,Ace-High
6662,A8542,HC,Ace-High
6663,A8532,HC,Ace-High
6664,A8432,HC,Ace-High
6665,A7654,HC,Ace-High
6666,A7653,HC,Ace-High
6667,A7652,HC,Ace-High
6668,A7643,HC,Ace-High
6669,A7642,HC,Ace-High
6670,A7632,HC,Ace-High
6671,A7543,HC,Ace-High
6672,A7542,HC,Ace-High
6673,A7532,HC,Ace-High
6674,A7432,HC,Ace-High
6675,A6543,HC,Ace-High
6676,A6542,HC,Ace-High
6677,A6532,HC,Ace-High
6678,A6432,HC,Ace-High
6679,KQJT8,HC,King-High
6680,KQJT7,HC,King-High
6681,KQJT6,HC,King-High
6682,KQJT5,HC,King-High
6683,KQJT4,HC,King-High
6684,KQJT3,HC,King-High
6685,KQJT2,HC,King-High
6686,KQJ98,HC,King-High
6687,KQJ97,HC,King-High
6688,KQJ96,HC,King-High
6689,KQJ95,HC,King-High
6690,KQJ94,HC,King-High
6691,KQJ93,HC,King-High
6692,KQJ92,HC,King-High
6693,KQJ87,HC,King-High
6694,KQJ86,HC,King-High
6695,KQJ85,HC,King-High
6696,KQJ84,HC,King-High
6697,KQJ83,HC,King-High
6698,KQJ82,HC,King-High
6699,KQJ76,HC,King-High
6700,KQJ75,HC,King-High
6701,KQJ74,HC,King-High
6702,KQJ73,HC,King-High
6703,KQJ72,HC,King-High
6704,KQJ65,HC,King-High
6705,KQJ64,HC,King-High
6706,KQJ63,HC,King-High
6707,KQJ62,HC,King-High
6708,KQJ54,HC,King-High
6709,KQJ53,HC,King-High
6710,KQJ52,HC,King-High
6711,KQJ43,HC,King-High
6712,KQJ42,HC,King-High
6713,KQJ32,HC,King-High
6714,KQT98,HC,King-High
6715,KQT97,HC,King-High
6716,KQT96,HC,King-High
6717,KQT95,HC,King-High
6718,KQT94,HC,King-High
6719,KQT93,HC,King-High
6720,KQT92,HC,King-High
6721,KQT87,HC,King-High
6722,KQT86,HC,King-High
6723,KQT85,HC,King-High
6724,KQT84,HC,King-High
6725,KQT83,HC,King-High
6726,KQT82,HC,King-High
6727,KQT76,HC,King-High
6728,KQT75,HC,King-High
6729,KQT74,HC,King-High
6730,KQT73,HC,King-High
6731,KQT72,HC,King-High
6732,KQT65,HC,King-High
6733,KQT64,HC,King-High
6734,KQT63,HC,King-High
6735,KQT62,HC,King-High
6736,KQT54,HC,King-High
6737,KQT53,HC,King-High
6738,KQT52,HC,King-High
6739,KQT43,HC,King-High
6740,KQT42,HC,King-High
6741,KQT32,HC,King-High
6742,KQ987,HC,King-High
6743,KQ986,HC,King-High
6744,KQ985,HC,King-High
6745,KQ984,HC,King-High
6746,KQ983,HC,King-High
6747,KQ982,HC,King-High
6748,KQ976,HC,King-High
6749,KQ975,HC,King-High
6750,KQ974,HC,King-High
6751,KQ973,HC,King-High
6752,KQ972,HC,King-High
6753,KQ965,HC,King-High
6754,KQ964,HC,King-High
6755,KQ963,HC,King-High
6756,KQ962,HC,King-High
6757,KQ954,HC,King-High
6758,KQ953,HC,King-High
6759,KQ952,HC,King-High
6760,KQ943,HC,King-High
6761,KQ942,HC,King-High
6762,KQ932,HC,King-High
6763,KQ876,HC,King-High
6764,KQ875,HC,King-High
6765,KQ874,HC,King-High
6766,KQ873,HC,King-High
6767,KQ872,HC,King-High
6768,KQ865,HC,King-High
6769,KQ864,HC,King-High
6770,KQ863,HC,King-High
6771,KQ862,HC,King-High
6772,KQ854,HC,King-High
6773,KQ853,HC,King-High
6774,KQ852,HC,King-High
6775,KQ843,HC,King-High
6776,KQ842,HC,King-High
6777,KQ832,HC,King-High
6778,KQ765,HC,King-High
6779,KQ764,HC,King-High
6780,KQ763,HC,King-High
6781,KQ762,HC,King-High
6782,KQ754,HC,King-High
6783,KQ753,HC,King-High
6784,KQ752,HC,King-High
6785,KQ743,HC,King-High
6786,KQ742,HC,King-High
6787,KQ732,HC,King-High
6788,KQ654,HC,King-High
6789,KQ653,HC,King-High
6790,KQ652,HC,King-High
6791,KQ643,HC,King-High
6792,KQ642,HC,King-High
6793,KQ632,HC,King-High
6794,KQ543,HC,King-High
6795,KQ542,HC,King-High
6796,KQ532,HC,King-High
6797,KQ432,HC,King-High
6798,KJT98,HC,King-High
6799,KJT97,HC,King-High
6800,KJT96,HC,King-High
6801,KJT95,HC,King-High
6802,KJT94,HC,King-High
6803,KJT93,HC,King-High
6804,KJT92,HC,King-High
6805,KJT87,HC,King-High
6806,KJT86,HC,King-High
6807,KJT85,HC,King-High
6808,KJT84,HC,King-High
6809,KJT83,HC,King-High
6810,KJT82,HC,King-High
6811,KJT76,HC,King-High
6812,KJT75,HC,King-High
6813,KJT74,HC,King-High
6814,KJT73,HC,King-High
6815,KJT72,HC,King-High
6816,KJT65,HC,King-High
6817,KJT64,HC,King-High
6818,KJT63,HC,King-High
6819,KJT62,HC,King-High
6820,KJT54,HC,King-High
6821,KJT53,HC,King-High
6822,KJT52,HC,King-High
6823,KJT43,HC,King-High
6824,KJT42,HC,King-High
6825,KJT32,HC,King-High
6826,KJ987,HC,King-High
6827,KJ986,HC,King-High
6828,KJ985,HC,King-High
6829,KJ984,HC,King-High
6830,KJ983,HC,King-High
6831,KJ982,HC,King-High
6832,KJ976,HC,King-High
6833,KJ975,HC,King-High
6834,KJ974,HC,King-High
6835,KJ973,HC,King-High
6836,KJ972,HC,King-High
6837,KJ965,HC,King-High
6838,KJ964,HC,King-High
6839,KJ963,HC,King-High
6840,KJ962,HC,King-High
6841,KJ954,HC,King-High
6842,KJ953,HC,King-High
6843,KJ952,HC,King-High
6844,KJ943,HC,King-High
6845,KJ942,HC,King-High
6846,KJ932,HC,King-High
6847,KJ876,HC,King-High
6848,KJ875,HC,King-High
6849,KJ874,HC,King-High
6850,KJ873,HC,King-High
6851,KJ872,HC,King-High
6852,KJ865,HC,King-High
6853,KJ864,HC,King-High
6854,KJ863,HC,King-High
6855,KJ862,HC,King-High
6856,KJ854,HC,King-High
6857,KJ853,HC,King-High
6858,KJ852,HC,King-High
6859,KJ843,HC,King-High
6860,KJ842,HC,King-High
6861,KJ832,HC,King-High
6862,KJ765,HC,King-High
6863,KJ764,HC,King-High
6864,KJ763,HC,King-High
6865,KJ762,HC,King-High
6866,KJ754,HC,King-High
6867,KJ753,HC,King-High
6868,KJ752,HC,King-High
6869,KJ743,HC,King-High
6870,KJ742,HC,King-High
6871,KJ732,HC,King-High
6872,KJ654,HC,King-High
6873,KJ653,HC,King-High
6874,KJ652,HC,King-High
6875,KJ643,HC,King-High
6876,KJ642,HC,King-High
6877,KJ632,HC,King-High
6878,KJ543,HC,King-High
6879,KJ542,HC,King-High
6880,KJ532,HC,King-High
6881,KJ432,HC,King-High
6882,KT987,HC,King-High
6883,KT986,HC,King-High
6884,KT985,HC,King-High
6885,KT984,HC,King-High
6886,KT983,HC,King-High
6887,KT982,HC,King-High
6888,KT976,HC,King-High
6889,KT975,HC,King-High
6890,KT974,HC,King-High
6891,KT973,HC,King-High
6892,KT972,HC,King-High
6893,KT965,HC,King-High
6894,KT964,HC,King-High
6895,KT963,HC,King-High
6896,KT962,HC,King-High
6897,KT954,HC,King-High
6898,KT953,HC,King-High
6899,KT952,HC,King-High
6900,KT943,HC,King-High
6901,KT942,HC,King-High
6902,KT932,HC,King-High
6903,KT876,HC,King-High
6904,KT875,HC,King-High
6905,KT874,HC,King-High
6906,KT873,HC,King-High
6907,KT872,HC,King-High
6908,KT865,HC,King-High
6909,KT864,HC,King-High
6910,KT863,HC,King-High
6911,KT862,HC,King-High
6912,KT854,HC,King-High
6913,KT853,HC,King-High
6914,KT852,HC,King-High
6915,KT843,HC,King-High
6916,KT842,HC,King-High
6917,KT832,HC,King-High
6918,KT765,HC,King-High
6919,KT764,HC,King-High
6920,KT763,HC,King-High
6921,KT762,HC,King-High
6922,KT754,HC,King-High
6923,KT753,HC,King-High
6924,KT752,HC,King-High
6925,KT743,HC,King-High
6926,KT742,HC,King-High
6927,KT732,HC,King-High
6928,KT654,HC,King-High
6929,KT653,HC,King-High
6930,KT652,HC,King-High
6931,KT643,HC,King-High
6932,KT642,HC,King-High
6933,KT632,HC,King-High
6934,KT543,HC,King-High
6935,KT542,HC,King-High
6936,KT532,HC,King-High
6937,KT432,HC,King-High
6938,K9876,HC,King-High
6939,K9875,HC,King-High
6940,K9874,HC,King-High
6941,K9873,HC,King-High
6942,K9872,HC,King-High
6943,K9865,HC,King-High
6944,K9864,HC,King-High
6945,K9863,HC,King-High
6946,K9862,HC,King-High
6947,K9854,HC,King-High
6948,K9853,HC,King-High
6949,K9852,HC,King-High
6950,K9843,HC,King-High
6951,K9842,HC,King-High
6952,K9832,HC,King-High
6953,K9765,HC,King-High
6954,K9764,HC,King-High
6955,K9763,HC,King-High
6956,K9762,HC,King-High
6957,K9754,HC,King-High
6958,K9753,HC,King-High
6959,K9752,HC,King-High
6960,K9743,HC,King-High
6961,K9742,HC,King-High
6962,K9732,HC,King-High
6963,K9654,HC,King-High
6964,K9653,HC,King-High
6965,K9652,HC,King-High
6966,K9643,HC,King-High
6967,K9642,HC,King-High
6968,K9632,HC,King-High
6969,K9543,HC,King-High
6970,K9542,HC,King-High
6971,K9532,HC,King-High
6972,K9432,HC,King-High
6973,K8765,HC,King-High
6974,K8764,HC,King-High
6975,K8763,HC,King-High
6976,K8762,HC,King-High
6977,K8754,HC,King-High
6978,K8753,HC,King-High
6979,K8752,HC,King-High
6980,K8743,HC,King-High
6981,K8742,HC,King-High
6982,K8732,HC,King-High
6983,K8654,HC,King-High
6984,K8653,HC,King-High
6985,K8652,HC,King-High
6986,K8643,HC,King-High
6987,K8642,HC,King-High
6988,K8632,HC,King-High
6989,K8543,HC,King-High
6990,K8542,HC,King-High
6991,K8532,HC,King-High
6992,K8432,HC,King-High
6993,K7654,HC,King-High
6994,K7653,HC,King-High
6995,K7652,HC,King-High
6996,K7643,HC,King-High
6997,K7642,HC,King-High
6998,K7632,HC,King-High
6999,K7543,HC,King-High
7000,K7542,HC,King-High
7001,K7532,HC,King-High
7002,K7432,HC,King-High
7003,K6543,HC,King-High
7004,K6542,HC,King-High
7005,K6532,HC,King-High
7006,K6432,HC,King-High
7007,K5432,HC,King-High
7008,QJT97,HC,Queen-High
7009,QJT96,HC,Queen-High
7010,QJT95,HC,Queen-High
7011,QJT94,HC,Queen-High
7012,QJT93,HC,Queen-High
7013,QJT92,HC,Queen-High
7014,QJT87,HC,Queen-High
7015,QJT86,HC,Queen-High
7016,QJT85,HC,Queen-High
7017,QJT84,HC,Queen-High
7018,QJT83,HC,Queen-High
7019,QJT82,HC,Queen-High
7020,QJT76,HC,Queen-High
7021,QJT75,HC,Queen-High
7022,QJT74,HC,Queen-High
7023,QJT73,HC,Queen-High
7024,QJT72,HC,Queen-High
7025,QJT65,HC,Queen-High
7026,QJT64,HC,Queen-High
7027,QJT63,HC,Queen-High
7028,QJT62,HC,Queen-High
7029,QJT54,HC,Queen-High
7030,QJT53,HC,Queen-High
7031,QJT52,HC,Queen-High
7032,QJT43,HC,Queen-High
7033,QJT42,HC,Queen-High
7034,QJT32,HC,Queen-High
7035,QJ987,HC,Queen-High
7036,QJ986,HC,Queen-High
7037,QJ985,HC,Queen-High
7038,QJ984,HC,Queen-High
7039,QJ983,HC,Queen-High
7040,QJ982,HC,Queen-High
7041,QJ976,HC,Queen-High
7042,QJ975,HC,Queen-High
7043,QJ974,HC,Queen-High
7044,QJ973,HC,Queen-High
7045,QJ972,HC,Queen-High
7046,QJ965,HC,Queen-High
7047,QJ964,HC,Queen-High
7048,QJ963,HC,Queen-High
7049,QJ962,HC,Queen-High
7050,QJ954,HC,Queen-High
7051,QJ953,HC,Queen-High
7052,QJ952,HC,Queen-High
7053,QJ943,HC,Queen-High
7054,QJ942,HC,Queen-High
7055,QJ932,HC,Queen-High
7056,QJ876,HC,Queen-High
7057,QJ875,HC,Queen-High
7058,QJ874,HC,Queen-High
7059,QJ873,HC,Queen-High
7060,QJ872,HC,Queen-High
7061,QJ865,HC,Queen-High
7062,QJ864,HC,Queen-High
7063,QJ863,HC,Queen-High
7064,QJ862,HC,Queen-High
7065,QJ854,HC,Queen-High
7066,QJ853,HC,Queen-High
7067,QJ852,HC,Queen-High
7068,QJ843,HC,Queen-High
7069,QJ842,HC,Queen-High
7070,QJ832,HC,Queen-High
7071,QJ765,HC,Queen-High
7072,QJ764,HC,Queen-High
7073,QJ763,HC,Queen-High
7074,QJ762,HC,Queen-High
7075,QJ754,HC,Queen-High
7076,QJ753,HC,Queen-High
7077,QJ752,HC,Queen-High
7078,QJ743,HC,Queen-High
7079,QJ742,HC,Queen-High
7080,QJ732,HC,Queen-High
7081,QJ654,HC,Queen-High
7082,QJ653,HC,Queen-High
7083,QJ652,HC,Queen-High
7084,QJ643,HC,Queen-High
7085,QJ642,HC,Queen-High
7086,QJ632,HC,Queen-High
7087,QJ543,HC,Queen-High
7088,QJ542,HC,Queen-High
7089,QJ532,HC,Queen-High
7090,QJ432,HC,Queen-High
7091,QT987,HC,Queen-High
7092,QT986,HC,Queen-High
7093,QT985,HC,Queen-High
7094,QT984,HC,Queen-High
7095,QT983,HC,Queen-High
7096,QT982,HC,Queen-High
7097,QT976,HC,Queen-High
7098,QT975,HC,Queen-High
7099,QT974,HC,Queen-High
7100,QT973,HC,Queen-High
7101,QT972,HC,Queen-High
7102,QT965,HC,Queen-High
7103,QT964,HC,Queen-High
7104,QT963,HC,Queen-High
7105,QT962,HC,Queen-High
7106,QT954,HC,Queen-High
7107,QT953,HC,Queen-High
7108,QT952,HC,Queen-High
7109,QT943,HC,Queen-High
7110,QT942,HC,Queen-High
7111,QT932,HC,Queen-High
7112,QT876,HC,Queen-High
7113,QT875,HC,Queen-High
7114,QT874,HC,Queen-High
7115,QT873,HC,Queen-High
